gvkey,year,patentcount
001920,1989,4
001920,1990,1
001920,1991,5
001920,1993,2
001920,1994,1
001920,1995,5
001920,1996,3
001920,1997,8
001920,1998,6
001920,1999,15
001920,2000,8
001920,2001,10
001920,2002,6
001920,2003,14
001920,2004,3
001920,2005,3
001920,2006,9
001920,2007,6
001920,2008,6
001920,2009,10
001920,2010,13
001920,2011,9
001920,2012,19
001920,2013,24
001920,2014,25
001920,2015,29
001920,2016,21
001920,2017,9
001930,1983,1
001932,1989,1
001932,1992,1
001932,2001,1
001932,2002,1
001932,2004,3
001932,2005,1
001932,2007,1
001932,2008,2
001932,2011,2
001932,2012,1
001932,2013,1
001932,2014,4
001932,2015,4
001932,2016,2
001940,1989,2
001940,1993,2
001940,1994,2
001940,1997,1
001941,1984,1
001941,1986,2
001943,1984,1
001943,1985,1
001943,1986,3
001943,1988,1
001943,1992,1
001943,1993,3
001943,1994,3
001943,1995,4
001943,1996,2
001943,1997,1
001943,2000,1
001943,2002,3
001945,1983,1
001945,1984,8
001945,1985,14
001945,1986,11
001945,1987,22
001945,1988,41
001945,1989,36
001945,1990,30
001945,1991,27
001945,1992,41
001945,1993,46
001945,1994,44
001945,1995,52
001945,1996,68
001945,1997,71
001945,1998,69
001945,1999,75
001945,2000,53
001945,2001,45
001945,2002,49
001945,2003,33
001945,2004,25
001945,2005,33
001951,1984,2
001951,1986,2
001951,1987,5
001951,1989,2
001951,1990,2
001951,1992,1
001951,1993,2
001951,1994,1
001951,2005,1
001951,2009,1
001951,2010,1
001951,2012,1
001951,2013,3
001956,1995,1
001956,1997,2
001956,2000,2
001956,2001,1
001956,2002,3
001968,1980,3
001968,1982,1
001968,1985,1
001968,1986,1
001968,1987,2
001968,1989,4
001968,1991,2
001968,1992,1
001968,1993,4
001968,1994,7
001968,1995,2
001968,1996,2
001968,1997,1
001968,1998,8
001968,1999,2
001968,2000,3
001968,2001,1
001968,2002,4
001968,2003,5
001968,2005,2
001968,2006,1
001968,2008,1
001968,2009,4
001968,2010,1
001968,2011,2
001968,2012,6
001968,2013,4
001968,2014,2
001968,2015,3
001968,2016,1
001968,2017,1
001969,1998,1
001974,2004,1
001976,1988,5
001976,1989,34
001976,1990,53
001976,1991,43
001976,1992,57
001976,1993,69
001976,1994,82
001976,1995,68
001976,1996,70
001976,1997,78
001976,1998,99
001976,1999,110
001976,2000,142
001976,2001,161
001976,2002,140
001976,2003,167
001976,2004,124
001976,2005,133
001976,2006,137
001976,2007,174
001976,2008,199
001976,2009,250
001976,2010,385
001976,2011,344
001976,2012,369
001976,2013,367
001976,2014,422
001976,2015,483
001976,2016,408
001979,1980,1
001979,1981,1
001979,1988,1
001979,1989,1
001979,1993,1
001979,2000,4
001979,2001,2
001979,2003,1
001979,2004,2
001981,1982,2
001981,1984,2
001981,1986,4
001981,1987,1
001981,1990,1
001981,1992,1
001981,1994,1
001981,1995,2
001981,1996,1
001981,1997,1
001981,1998,3
001981,1999,3
001981,2000,1
001981,2001,1
001981,2002,2
001981,2003,1
001981,2005,3
001981,2006,1
001981,2007,1
001981,2009,1
001988,1980,15
001988,1981,16
001988,1982,19
001988,1983,15
001988,1984,21
001988,1985,20
001988,1986,17
001988,1987,17
001988,1988,14
001988,1989,19
001988,1990,10
001988,1991,11
001988,1992,25
001988,1993,17
001988,1994,18
001988,1995,14
001988,1996,6
001988,1997,10
001988,1998,8
001988,1999,11
001988,2000,11
001988,2001,14
001988,2002,15
001988,2003,8
001988,2004,9
001988,2005,6
001988,2006,10
001988,2007,6
001988,2008,4
001988,2009,11
001988,2010,13
001988,2011,14
001988,2012,11
001988,2013,6
001988,2014,8
001988,2015,8
001988,2016,14
001988,2017,6
001989,1986,2
001989,1987,3
001989,1988,2
001989,1989,7
001989,1990,4
001989,1991,4
001989,1992,4
001989,1993,9
001989,1994,5
001989,1995,1
001989,1996,2
001989,1997,2
001989,1998,3
001992,1985,1
001995,2006,1
001995,2009,1
002006,1984,1
002006,1985,1
002006,1987,2
002006,1988,2
002006,1989,1
002006,1990,4
002006,1992,4
002006,1993,2
002006,1994,1
002006,1997,1
002006,1998,2
002006,1999,1
002006,2000,1
002006,2001,1
002006,2002,2
002006,2003,2
002006,2006,1
002008,1980,3
002008,1981,5
002008,1982,3
002008,1983,1
002008,1984,1
002008,1986,2
002008,1987,1
002008,1994,3
002008,1995,1
002008,1997,2
002008,2001,2
002008,2002,2
002008,2004,3
002008,2005,1
002008,2006,1
002019,2007,1
002019,2008,1
002019,2010,2
002019,2011,1
002019,2012,7
002019,2013,5
002019,2014,2
002038,1984,1
002039,1984,1
002044,1980,7
002044,1981,9
002044,1982,4
002044,1983,5
002044,1984,10
002044,1985,12
002044,1986,5
002044,1987,13
002044,1988,17
002044,1989,21
002044,1990,30
002044,1991,17
002044,1992,36
002044,1993,24
002044,1994,33
002044,1995,24
002044,1996,20
002044,1997,24
002044,1998,38
002044,1999,34
002044,2000,20
002044,2001,37
002044,2002,26
002044,2003,27
002044,2004,24
002044,2005,18
002044,2006,13
002044,2007,13
002044,2008,16
002044,2009,22
002044,2010,29
002044,2011,54
002044,2012,88
002044,2013,63
002044,2014,81
002044,2015,73
002044,2016,70
002049,1981,1
002049,1982,4
002049,1986,1
002049,1989,1
002049,1990,2
002049,1991,3
002049,1992,1
002049,1993,1
002049,1995,2
002049,1997,1
002049,1998,2
002049,1999,1
002049,2000,3
002049,2001,3
002049,2003,3
002049,2004,4
002049,2005,3
002049,2006,5
002049,2007,2
002049,2008,3
002049,2009,2
002049,2010,3
002049,2011,2
002049,2012,2
002049,2013,3
002049,2014,1
002049,2015,3
002049,2016,2
002053,1983,1
002055,1996,2
002055,1998,1
002055,1999,1
002055,2000,2
002055,2001,2
002055,2002,2
002055,2007,1
002055,2009,1
002055,2011,5
002055,2012,3
002055,2014,3
002055,2015,2
002055,2016,1
002055,2017,1
002061,1981,1
002061,1986,1
002061,1990,4
002061,1991,2
002061,1995,2
002061,1996,1
002061,1997,1
002061,2000,2
002061,2001,2
002061,2002,1
002061,2003,1
002061,2005,1
002061,2006,1
002061,2008,1
002061,2010,1
002065,1981,1
002065,1983,1
002085,1980,15
002085,1981,12
002085,1982,5
002085,1983,6
002085,1984,15
002085,1985,13
002085,1986,5
002085,1987,19
002085,1988,10
002085,1989,10
002085,1990,5
002085,1991,11
002085,1992,16
002085,1993,16
002085,1994,21
002085,1995,27
002085,1996,21
002085,1997,23
002085,1998,23
002085,1999,36
002085,2000,36
002085,2001,43
002085,2002,30
002085,2003,45
002085,2004,46
002085,2005,34
002085,2006,42
002085,2007,31
002085,2008,20
002085,2009,29
002085,2010,28
002085,2011,39
002085,2012,46
002086,1980,86
002086,1981,86
002086,1982,62
002086,1983,57
002086,1984,66
002086,1985,43
002086,1986,48
002086,1987,67
002086,1988,61
002086,1989,92
002086,1990,71
002086,1991,74
002086,1992,64
002086,1993,72
002086,1994,81
002086,1995,68
002086,1996,78
002086,1997,73
002086,1998,104
002086,1999,110
002086,2000,100
002086,2001,90
002086,2002,64
002086,2003,83
002086,2004,52
002086,2005,64
002086,2006,72
002086,2007,46
002086,2008,32
002086,2009,26
002086,2010,57
002086,2011,118
002086,2012,98
002086,2013,121
002086,2014,131
002086,2015,96
002086,2016,63
002086,2017,16
002097,1980,1
002111,1980,27
002111,1981,41
002111,1982,28
002111,1983,32
002111,1984,26
002111,1985,32
002111,1986,40
002111,1987,60
002111,1988,37
002111,1989,74
002111,1990,54
002111,1991,63
002111,1992,59
002111,1993,56
002111,1994,86
002111,1995,68
002111,1996,103
002111,1997,140
002111,1998,158
002111,1999,134
002111,2000,100
002111,2001,92
002111,2002,70
002111,2003,99
002111,2004,78
002111,2005,63
002111,2006,65
002111,2007,45
002111,2008,59
002111,2009,53
002111,2010,88
002111,2011,79
002111,2012,74
002111,2013,113
002111,2014,132
002111,2015,141
002111,2016,161
002111,2017,50
002116,1980,2
002116,1983,1
002116,1985,1
002124,1983,1
002124,1984,1
002124,1988,2
002124,1989,2
002124,1996,1
002124,1999,1
002124,2000,1
002124,2002,3
002124,2003,4
002124,2005,5
002124,2006,5
002124,2007,1
002124,2008,1
002124,2009,1
002124,2010,4
002124,2011,3
002124,2013,2
002124,2014,1
002124,2015,2
002124,2016,3
002124,2017,1
002136,1991,3
002136,1992,3
002136,1993,10
002136,1994,7
002136,1995,15
002136,1996,24
002136,1997,47
002136,1998,64
002136,1999,42
002136,2000,48
002136,2001,57
002136,2002,69
002136,2003,74
002136,2004,77
002136,2005,71
002136,2006,116
002136,2007,84
002136,2008,86
002136,2009,60
002136,2010,176
002136,2011,211
002136,2012,363
002136,2013,543
002136,2014,726
002136,2015,653
002136,2016,554
002136,2017,175
002137,2006,1
002137,2007,1
002137,2008,1
002137,2009,3
002137,2010,6
002137,2011,11
002137,2012,14
002137,2013,20
002137,2014,18
002137,2015,17
002137,2016,13
002137,2017,8
002138,1981,1
002138,1984,2
002138,1986,1
002138,1987,2
002138,1988,1
002140,1984,1
002141,1986,1
002141,1989,1
002141,1990,1
002141,1993,1
002141,1995,2
002141,1997,1
002141,1998,1
002141,1999,2
002141,2000,2
002141,2001,2
002141,2002,4
002141,2003,2
002141,2004,2
002141,2005,3
002146,1987,1
002146,1994,5
002146,1995,6
002146,1996,21
002146,1997,8
002146,1998,23
002146,1999,30
002146,2000,25
002146,2001,18
002146,2002,51
002146,2003,84
002146,2004,180
002146,2005,181
002154,1980,5
002154,1981,4
002154,1982,1
002154,1983,3
002154,1984,3
002154,1985,7
002154,1986,3
002154,1987,1
002154,1988,4
002154,1989,2
002154,1990,6
002154,1991,3
002154,1992,2
002154,1993,3
002154,1994,3
002154,1995,2
002154,1996,1
002154,1998,4
002154,2000,5
002154,2001,8
002154,2002,2
002154,2003,1
002154,2004,6
002154,2005,4
002154,2006,3
002154,2007,4
002154,2008,1
002154,2009,4
002154,2010,3
002154,2011,9
002154,2012,8
002154,2013,9
002154,2014,11
002154,2015,1
002154,2016,5
002156,1986,1
002157,1980,129
002157,1981,149
002157,1982,145
002157,1983,155
002170,1983,1
002170,1984,1
002170,1989,1
002173,1988,1
002176,1992,2
002176,1994,1
002176,1996,1
002176,1998,1
002176,1999,2
002176,2000,1
002176,2001,2
002184,2004,1
002184,2007,1
002189,1980,25
002189,1981,23
002189,1982,26
002189,1983,13
002189,1984,30
002189,1985,9
002189,1986,13
002189,1987,10
002189,1988,6
002189,1989,9
002189,1990,13
002189,1991,10
002189,1992,12
002189,1993,5
002189,1994,7
002189,1995,5
002189,1996,6
002189,1997,11
002189,1998,11
002189,1999,6
002189,2000,10
002189,2001,8
002189,2002,9
002190,1980,10
002190,1981,13
002190,1982,6
002190,1983,7
002190,1984,12
002190,1985,10
002190,1986,6
002190,1987,25
002190,1988,34
002190,1989,40
002190,1990,45
002190,1991,37
002190,1992,71
002190,1993,57
002190,1994,46
002190,1995,52
002190,1996,54
002190,1997,67
002197,1988,1
002201,1995,1
002216,1980,1
002219,1982,3
002219,1983,1
002219,1985,2
002219,1989,1
002220,1980,4
002220,1981,7
002220,1983,4
002220,1984,2
002220,1985,4
002220,1986,5
002220,1987,5
002220,1988,6
002220,1989,6
002220,1990,10
002220,1991,7
002220,1992,11
002220,1993,12
002220,1994,5
002220,1995,4
002220,1996,8
002220,1997,15
002220,1998,12
002220,1999,15
002220,2000,20
002220,2001,9
002220,2002,14
002220,2003,5
002220,2004,8
002220,2005,11
002220,2006,24
002220,2007,19
002220,2008,23
002220,2009,27
002220,2010,30
002220,2011,27
002220,2012,26
002220,2013,34
002220,2014,40
002220,2015,49
002220,2016,54
002220,2017,17
002221,1980,1
002221,1985,1
002221,1987,1
002222,1988,4
002222,1989,3
002222,1991,2
002222,1992,8
002222,1993,9
002222,1994,1
002222,1995,3
002222,1996,4
002222,1997,4
002222,1998,7
002222,1999,9
002222,2000,4
002222,2001,1
002222,2002,1
002222,2003,2
002222,2004,1
002222,2006,1
002222,2010,1
002222,2011,4
002222,2012,4
002224,1981,2
002224,1986,2
002224,1995,2
002224,1996,1
002224,1997,1
002224,1998,1
002225,1991,1
002225,1992,1
002230,1984,2
002230,1985,1
002230,1988,1
002230,1989,1
002230,1990,3
002230,1991,2
002230,1992,1
002230,1993,2
002230,1994,5
002230,1995,6
002230,1996,1
002230,1997,3
002230,1998,11
002230,1999,12
002230,2000,8
002230,2001,6
002230,2002,15
002230,2003,13
002230,2004,14
002230,2005,9
002230,2006,15
002230,2007,20
002230,2008,13
002230,2009,21
002230,2010,33
002230,2011,37
002230,2012,51
002230,2013,25
002235,1983,1
002235,1987,1
002235,1993,1
002235,1997,1
002236,1983,3
002236,1985,1
002236,1986,3
002236,1987,2
002236,1989,2
002236,1990,1
002236,1991,1
002236,1997,1
002236,2003,3
002236,2004,2
002236,2006,2
002236,2007,4
002236,2008,1
002237,1980,1
002237,1981,2
002237,1988,1
002237,1990,1
002237,1991,1
002237,1992,2
002237,1993,2
002237,1995,1
002237,2000,1
002237,2001,1
002237,2002,1
002237,2003,1
002237,2007,1
002240,1990,1
002240,1991,1
002240,1992,3
002240,1994,1
002240,1996,4
002240,1997,1
002240,1998,5
002240,1999,4
002240,2000,5
002240,2001,2
002240,2002,2
002240,2003,5
002240,2004,1
002240,2005,2
002240,2006,2
002240,2007,1
002240,2008,1
002240,2009,1
002243,1980,1
002246,1987,1
002246,1991,1
002246,1997,1
002248,1985,1
002249,1986,1
002249,1987,1
002249,1988,4
002249,1989,1
002249,1990,1
002249,1991,2
002249,1992,2
002250,1989,1
002251,2000,1
002251,2001,1
002255,1980,11
002255,1981,46
002255,1982,35
002255,1983,31
002255,1984,39
002255,1985,38
002255,1986,40
002255,1987,26
002255,1988,24
002255,1989,30
002255,1990,30
002255,1991,28
002255,1992,28
002255,1993,21
002255,1994,29
002255,1995,48
002255,1996,37
002255,1997,43
002255,1998,73
002255,1999,60
002255,2000,74
002255,2001,78
002255,2002,66
002255,2003,111
002255,2004,98
002255,2005,114
002255,2006,208
002255,2007,179
002255,2008,153
002255,2009,127
002265,1983,1
002267,1983,3
002267,1984,2
002267,1985,5
002267,1990,1
002267,1991,2
002267,1992,2
002267,1993,4
002267,1994,1
002267,1995,3
002267,1996,5
002267,1998,6
002267,1999,2
002269,2006,2
002269,2007,1
002269,2009,2
002269,2010,2
002269,2012,4
002269,2013,2
002269,2014,2
002270,2000,1
002270,2002,1
002270,2003,1
002270,2004,1
002270,2012,1
002270,2013,2
002270,2016,3
002285,1980,94
002285,1981,112
002285,1982,112
002285,1983,117
002285,1984,141
002285,1985,121
002285,1986,138
002285,1987,170
002285,1988,170
002285,1989,214
002285,1990,192
002285,1991,198
002285,1992,182
002285,1993,106
002285,1994,80
002285,1995,92
002285,1996,97
002285,1997,133
002285,1998,184
002285,1999,171
002285,2000,151
002285,2001,181
002285,2002,238
002285,2003,323
002285,2004,472
002285,2005,465
002285,2006,540
002285,2007,506
002285,2008,490
002285,2009,592
002285,2010,737
002285,2011,776
002285,2012,750
002285,2013,868
002285,2014,973
002285,2015,1076
002285,2016,1169
002285,2017,428
002295,1983,2
002295,1984,1
002295,1986,3
002295,1987,2
002295,1988,5
002295,1989,2
002295,1995,1
002295,1997,1
002295,2002,1
002295,2003,1
002295,2007,1
002299,2003,3
002299,2006,2
002299,2007,2
002310,1980,2
002310,1981,1
002310,1986,1
002316,2015,9
002316,2016,16
002316,2017,5
002337,2001,1
002338,1980,63
002338,1981,67
002338,1982,40
002338,1983,26
002338,1984,19
002338,1985,31
002338,1986,13
002338,1987,22
002338,1988,4
002338,1995,1
002338,1996,6
002338,1997,2
002338,1998,8
002338,1999,14
002338,2000,14
002338,2001,10
002338,2002,16
002338,2003,11
002338,2004,17
002338,2005,16
002338,2006,4
002338,2007,5
002338,2008,3
002338,2009,3
002338,2010,6
002338,2011,4
002338,2012,6
002338,2013,2
002338,2014,4
002338,2015,4
002343,1980,1
002345,1999,1
002345,2001,1
002345,2005,3
002345,2006,1
002345,2007,1
002345,2008,2
002345,2009,1
002346,1997,1
002352,2011,1
002352,2013,1
002352,2016,1
002376,1985,1
002393,1980,6
002393,1981,2
002393,1982,2
002393,1983,3
002393,1984,2
002393,1985,4
002393,1986,2
002393,1987,3
002393,1988,3
002393,1989,5
002393,1990,8
002393,1991,22
002393,1992,8
002393,1993,17
002393,1994,12
002393,1995,6
002393,1996,8
002393,1997,9
002393,1998,10
002393,1999,3
002393,2000,13
002393,2001,11
002393,2002,9
002393,2003,12
002393,2004,11
002393,2005,11
002393,2006,23
002393,2007,14
002393,2008,17
002393,2009,15
002393,2010,5
002393,2011,13
002393,2012,23
002393,2013,30
002393,2014,25
002393,2015,10
002393,2016,21
002393,2017,9
002403,1980,138
002403,1981,99
002403,1982,96
002403,1983,74
002403,1984,93
002403,1985,126
002403,1986,132
002403,1987,144
002403,1988,135
002403,1989,125
002403,1990,148
002403,1991,163
002403,1992,158
002403,1993,157
002403,1994,124
002403,1995,117
002403,1996,135
002403,1997,150
002403,1998,179
002403,1999,199
002403,2000,168
002403,2001,143
002403,2002,203
002403,2003,241
002403,2004,202
002403,2005,193
002403,2006,279
002403,2007,251
002403,2008,242
002403,2009,245
002403,2010,297
002403,2011,291
002403,2012,316
002403,2013,356
002403,2014,369
002403,2015,320
002403,2016,386
002403,2017,140
002408,2005,1
002408,2015,1
002408,2016,1
002408,2017,1
002410,1980,4
002410,1981,12
002410,1982,7
002410,1983,8
002410,1984,4
002410,1985,8
002410,1986,17
002410,1987,22
002410,1988,26
002410,1989,31
002410,1990,27
002410,1991,29
002410,1992,30
002410,1993,20
002410,1994,17
002410,1995,20
002410,1996,23
002410,1997,25
002410,1998,32
002410,1999,59
002410,2000,73
002410,2001,60
002410,2002,64
002410,2003,57
002410,2004,41
002410,2005,37
002410,2006,45
002410,2007,29
002410,2008,32
002410,2009,18
002410,2010,29
002410,2011,40
002410,2012,45
002410,2013,49
002410,2014,51
002410,2015,46
002410,2016,44
002410,2017,5
002411,1984,6
002411,1985,14
002411,1986,19
002411,1987,28
002411,1988,37
002411,1989,62
002411,1990,61
002411,1991,47
002411,1992,53
002411,1993,34
002411,1994,44
002411,1995,57
002411,1996,48
002411,1997,37
002411,1998,74
002411,1999,80
002411,2000,70
002411,2001,94
002411,2002,56
002411,2003,48
002411,2004,32
002411,2005,31
002411,2006,40
002411,2007,56
002411,2008,46
002411,2009,49
002411,2010,54
002411,2011,60
002411,2012,62
002411,2013,59
002411,2014,70
002411,2015,62
002411,2016,38
002411,2017,24
002418,1985,2
002418,1987,1
002435,1993,1
002435,1995,2
002435,2000,1
002435,2002,1
002435,2003,1
002435,2006,1
002436,2002,2
002436,2008,2
002436,2010,1
002436,2012,1
002436,2013,2
002436,2014,1
002439,1987,1
002439,1988,1
002439,1989,1
002439,1990,1
002439,1992,2
002439,1994,1
002439,1995,1
002439,1996,1
002444,1980,28
002444,1981,30
002444,1982,38
002444,1983,45
002444,1984,39
002444,1985,38
002444,1986,21
002444,1987,37
002444,1988,68
002444,1989,113
002444,1990,89
002444,1991,35
002444,1992,53
002444,1993,21
002444,1994,30
002444,1995,32
002444,1996,18
002444,1997,31
002444,1998,51
002444,1999,55
002444,2000,60
002444,2001,53
002444,2002,54
002444,2003,45
002444,2004,45
002444,2005,48
002444,2006,60
002444,2007,49
002444,2008,38
002444,2009,40
002444,2010,37
002444,2011,42
002444,2012,21
002444,2013,28
002444,2014,49
002444,2015,50
002444,2016,64
002444,2017,19
002448,1985,1
002448,1986,2
002448,1987,1
002448,1988,1
002448,1992,1
002448,1993,3
002448,1994,2
002448,1995,2
002448,1996,4
002448,1997,6
002448,1998,7
002448,1999,5
002448,2000,7
002448,2001,3
002448,2002,2
002448,2003,6
002448,2006,1
002448,2012,1
002448,2015,5
002448,2016,7
002448,2017,3
002450,1984,1
002457,1983,1
002457,1984,1
002457,1985,1
002457,1987,2
002457,1988,7
002457,1989,4
002475,1989,1
002482,1982,1
002482,2002,1
002482,2003,1
002489,1980,4
002489,1981,10
002489,1982,16
002489,1983,27
002489,1984,18
002489,1985,22
002489,1986,16
002489,1987,32
002489,1988,37
002489,1989,46
002489,1990,11
002489,1991,8
002489,1992,5
002489,1993,6
002489,1994,6
002489,1995,8
002489,1996,10
002489,1997,5
002489,1998,2
002489,1999,1
002489,2000,6
002489,2001,3
002489,2002,6
002498,1984,1
002498,1985,9
002498,1986,11
002498,1987,15
002498,1988,15
002498,1989,10
002498,1990,10
002498,1991,8
002498,1992,9
002498,1993,3
002498,1994,5
002498,1996,2
002498,1997,9
002498,1998,13
002498,1999,14
002504,1980,86
002504,1981,103
002504,1982,107
002504,1983,99
002504,1984,111
002504,1985,96
002504,1986,85
002504,1987,66
002504,1988,85
002504,1989,95
002504,1990,81
002504,1991,95
002504,1992,83
002504,1993,50
002504,1994,80
002504,1995,114
002504,1996,132
002504,1997,109
002504,1998,122
002504,1999,91
002504,2000,100
002504,2001,109
002504,2002,120
002504,2003,100
002504,2004,117
002504,2005,83
002504,2006,106
002504,2007,85
002504,2008,89
002504,2009,52
002504,2010,40
002504,2011,23
002504,2012,18
002504,2013,14
002504,2014,25
002504,2015,24
002504,2016,39
002504,2017,12
002508,1987,1
002508,1996,1
002508,1997,1
002508,1998,4
002508,1999,2
002508,2000,1
002508,2001,1
002518,1980,6
002518,1981,4
002518,1982,3
002518,1983,7
002518,1984,5
002518,1985,8
002518,1986,4
002518,1987,7
002518,1988,7
002518,1989,6
