gvkey,year,patentcount
010093,1994,3
010093,1995,5
010093,1996,4
010093,1997,8
010097,1980,4
010097,1981,4
010097,1982,9
010097,1983,7
010097,1984,18
010097,1985,18
010097,1986,9
010097,1987,8
010097,1988,3
010097,1989,16
010097,1990,16
010097,1991,18
010097,1992,17
010097,1993,32
010097,1994,42
010097,1995,45
010097,1996,39
010097,1997,18
010097,1998,20
010097,1999,30
010097,2000,55
010097,2001,57
010097,2002,61
010097,2003,58
010097,2004,73
010104,1980,1
010104,1981,1
010104,1985,2
010104,1986,2
010107,1984,2
010107,1986,1
010107,1987,1
010107,1988,1
010107,1989,2
010107,1990,6
010107,1991,2
010107,1993,2
010107,1994,1
010107,1995,5
010107,1996,2
010107,1997,3
010115,1980,2
010115,1981,3
010115,1985,1
010115,1986,1
010115,1987,4
010115,1988,4
010115,1989,5
010115,1990,8
010115,1991,9
010115,1992,11
010115,1993,18
010115,1994,11
010115,1995,15
010115,1996,10
010115,1997,19
010115,1998,27
010115,1999,32
010115,2000,38
010115,2001,42
010115,2002,29
010115,2003,66
010115,2004,50
010115,2005,40
010115,2006,38
010115,2007,37
010115,2008,42
010115,2009,65
010115,2010,88
010115,2011,102
010115,2012,122
010115,2013,143
010115,2014,148
010115,2015,142
010115,2016,157
010115,2017,54
010121,2008,1
010124,1980,1
010124,1981,2
010124,1984,3
010124,1986,9
010124,1987,2
010124,1988,3
010124,1989,3
010124,1991,1
010124,1993,1
010124,1994,2
010124,1995,2
010124,1996,1
010124,1997,2
010124,1998,3
010124,1999,2
010124,2001,2
010124,2003,1
010124,2005,1
010124,2006,2
010124,2007,4
010124,2008,6
010124,2009,1
010124,2010,3
010124,2011,5
010124,2012,6
010124,2013,6
010124,2014,4
010124,2015,6
010124,2016,11
010124,2017,1
010150,1980,12
010150,1981,5
010150,1982,6
010150,1983,10
010150,1984,7
010150,1985,12
010150,1986,8
010150,1987,8
010150,1988,5
010150,1989,7
010150,1990,8
010150,1991,9
010150,1992,11
010150,1993,13
010150,1994,12
010150,1995,12
010150,1996,11
010150,1997,11
010150,1998,10
010150,1999,10
010150,2000,8
010150,2001,15
010150,2002,15
010150,2003,13
010150,2004,14
010150,2005,7
010150,2006,18
010153,1990,1
010155,1980,1
010156,1983,3
010156,1984,3
010156,1985,1
010156,1986,1
010156,1987,4
010156,1988,2
010156,1989,2
010156,1993,3
010156,1995,2
010156,1996,6
010156,1997,3
010156,1998,3
010156,1999,5
010156,2000,10
010156,2001,11
010156,2002,10
010156,2003,11
010156,2004,8
010156,2005,6
010156,2006,7
010156,2007,7
010156,2008,2
010163,1980,10
010163,1981,10
010163,1982,23
010163,1983,21
010163,1984,33
010163,1985,55
010163,1986,81
010163,1987,89
010163,1988,81
010163,1989,131
010163,1990,156
010163,1991,194
010163,1992,119
010163,1993,67
010163,1994,55
010163,1995,30
010163,1996,45
010163,1997,29
010163,1998,44
010185,1998,1
010185,1999,2
010185,2000,6
010187,2002,1
010187,2004,2
010190,2013,1
010195,1980,2
010195,1981,1
010195,1982,1
010195,1985,1
010195,1986,1
010195,1987,1
010195,1989,3
010195,1991,1
010195,1993,1
010195,2002,1
010195,2003,1
010200,1982,3
010200,1983,4
010200,1984,2
010200,1990,1
010200,1992,1
010200,1997,1
010200,1998,3
010200,2000,1
010200,2001,2
010200,2003,3
010200,2004,2
010200,2005,4
010200,2006,1
010200,2008,6
010200,2009,9
010200,2010,3
010200,2011,8
010200,2012,9
010204,1983,1
010204,1988,2
010211,1997,1
010211,1998,2
010211,2001,1
010215,1987,1
010215,2000,1
010215,2001,1
010218,1982,2
010218,1983,2
010218,1984,1
010218,1985,2
010232,1981,1
010232,1982,1
010232,1983,3
010232,1984,1
010232,1985,1
010232,1986,2
010232,1987,1
010232,1988,3
010232,1989,8
010232,1990,4
010232,1991,10
010232,1992,25
010232,1993,30
010232,1994,32
010232,1995,39
010232,1996,45
010232,1997,44
010232,1998,63
010232,1999,63
010232,2000,47
010232,2001,38
010232,2002,38
010232,2003,59
010232,2004,81
010232,2005,59
010233,1987,1
010233,1988,2
010233,1989,3
010233,1990,1
010237,1988,1
010237,1989,3
010237,1990,2
010237,1992,2
010237,1993,1
010237,1995,2
010237,2001,1
010238,1992,1
010238,1994,1
010238,1995,1
010238,1996,2
010238,1997,1
010238,1998,2
010238,1999,2
010238,2000,1
010242,1986,1
010242,1988,1
010243,1980,20
010243,1981,25
010243,1982,34
010243,1983,29
010243,1984,24
010243,1985,36
010243,1986,46
010243,1987,41
010243,1988,42
010243,1989,39
010243,1990,37
010243,1991,29
010243,1992,38
010243,1993,36
010244,1988,1
010244,1990,1
010244,1992,1
010245,1980,1
010245,1981,1
010245,1982,1
010245,1985,1
010245,1989,2
010247,1993,1
010247,2003,1
010247,2006,1
010252,2000,1
010255,1982,1
010255,1983,1
010255,1985,1
010261,1981,2
010261,1984,1
010261,1985,1
010261,1987,1
010271,1994,1
010275,1980,1
010275,1982,1
010275,1984,15
010275,1985,31
010275,1986,62
010275,1987,57
010275,1988,76
010275,1989,83
010275,1990,51
010275,1991,53
010275,1992,58
010275,1993,64
010275,1994,66
010275,1995,71
010275,1996,87
010275,1997,85
010275,1998,107
010275,1999,126
010275,2000,174
010275,2001,255
010275,2002,298
010275,2003,283
010275,2004,258
010275,2005,236
010275,2006,419
010275,2007,422
010275,2008,438
010275,2009,445
010275,2010,522
010275,2011,484
010275,2012,432
010275,2013,396
010275,2014,279
010275,2015,257
010275,2016,239
010275,2017,85
010276,1983,1
010276,1984,2
010276,1986,2
010276,1988,1
010277,1984,1
010277,1998,1
010277,2001,1
010284,1980,2
010284,1981,1
010284,1982,2
010284,1986,1
010284,1987,4
010284,1988,3
010284,1990,1
010284,1992,1
010285,1989,4
010285,1990,1
010286,1980,2
010286,1981,2
010286,1982,4
010286,1983,2
010286,1984,3
010286,1985,2
010286,1986,3
010286,1987,1
010286,1989,1
010286,1990,2
010286,1991,2
010286,1992,1
010286,1993,1
010286,1994,1
010286,1995,3
010286,1996,5
010286,1997,4
010286,1998,10
010286,1999,4
010286,2000,1
010286,2001,3
010286,2003,1
010286,2004,1
010286,2005,1
010286,2006,3
010286,2007,1
010286,2008,3
010297,2002,1
010297,2012,1
010297,2013,1
010297,2014,1
010297,2015,1
010299,1984,2
010299,1985,2
010301,1981,2
010301,1991,1
010301,2000,3
010301,2001,2
010304,1981,1
010304,1982,1
010304,1983,2
010304,1984,1
010304,1985,1
010304,1986,1
010304,1988,3
010304,1989,2
010304,1990,2
010304,1991,1
010304,1992,5
010304,1993,2
010304,1994,3
010304,1995,2
010304,1996,2
010304,1997,1
010305,1995,1
010305,1996,1
010305,1997,1
010305,2005,1
010305,2007,1
010305,2009,1
010305,2010,1
010305,2011,1
010305,2013,1
010312,1981,1
010312,1988,1
010312,1989,4
010312,1992,2
010312,1994,1
010312,1996,1
010312,1997,1
010312,1998,2
010312,2000,1
010312,2001,1
010321,2004,1
010323,1986,2
010323,1988,2
010323,1992,2
010323,1993,1
010323,1994,1
010323,1995,3
010323,1996,3
010326,1988,1
010326,1989,4
010326,1990,4
010326,1991,1
010326,1992,5
010326,1993,3
010326,1994,6
010326,1996,3
010329,1980,1
010329,1982,2
010329,1983,1
010329,1984,1
010329,1986,8
010329,1987,19
010329,1988,16
010329,1989,26
010329,1990,13
010329,1991,13
010329,1992,5
010329,1993,13
010329,1994,24
010329,1995,20
010329,1996,24
010332,1995,1
010332,1998,2
010332,2001,3
010332,2002,2
010332,2003,3
010332,2004,3
010332,2005,5
010332,2006,10
010332,2007,11
010332,2008,7
010332,2009,2
010332,2010,7
010332,2011,2
010332,2012,3
010332,2013,1
010334,1981,1
010334,1982,2
010334,1983,1
010338,1980,2
010349,1993,1
010349,2010,1
010349,2011,1
010349,2014,1
010349,2015,1
010349,2017,1
010353,1980,3
010353,1982,1
010353,1984,1
010353,1985,2
010353,1986,4
010353,1987,2
010353,1990,2
010353,1991,2
010353,1992,1
010353,1993,1
010353,1994,1
010353,1996,1
010353,1997,1
010353,1999,2
010353,2005,1
010353,2007,1
010353,2010,2
010353,2013,1
010358,1988,1
010360,1983,1
010360,1984,1
010374,1986,2
010374,1987,3
010374,1988,3
010374,1989,6
010374,1990,1
010374,1991,2
010374,1992,3
010374,1993,3
010374,1994,3
010374,1995,1
010374,1996,3
010374,1997,1
010374,1998,1
010374,1999,1
010374,2007,3
010374,2008,4
010374,2009,1
010374,2010,2
010374,2011,5
010374,2012,9
010374,2013,14
010374,2014,10
010378,1988,1
010378,1990,3
010379,1990,1
010379,1999,1
010379,2000,1
010381,1980,1
010381,1982,1
010381,1984,1
010381,1985,1
010382,1986,2
010382,1988,1
010382,1990,1
010382,1993,1
010382,2001,1
010382,2002,1
010382,2003,1
010382,2006,1
010382,2008,1
010382,2009,1
010386,1980,16
010386,1981,7
010386,1982,11
010386,1983,15
010386,1984,6
010386,1985,9
010386,1986,13
010386,1987,15
010386,1988,19
010386,1989,23
010386,1990,30
010386,1991,20
010386,1992,23
010386,1993,35
010386,1994,19
010386,1995,12
010386,1996,13
010386,1997,3
010386,1998,12
010386,1999,15
010386,2000,21
010386,2001,28
010386,2002,29
010386,2003,26
010386,2004,28
010386,2005,27
010386,2006,24
010386,2007,20
010386,2008,7
010386,2009,5
010386,2010,4
010386,2011,4
010386,2012,4
010386,2013,1
010388,1985,1
010388,1988,1
010388,1993,1
010388,1994,1
010388,1996,3
010388,1997,1
010388,1998,1
010391,1980,35
010391,1981,40
010391,1982,22
010391,1983,22
010391,1984,36
010391,1985,86
010391,1986,91
010391,1987,137
010391,1988,172
010391,1989,143
010391,1990,90
010391,1991,80
010391,1992,66
010391,1993,59
010391,1994,39
010391,1995,60
010391,1996,61
010391,1997,50
010391,1998,66
010391,1999,79
010391,2000,59
010391,2001,53
010391,2002,61
010391,2003,56
010391,2004,61
010391,2005,52
010391,2006,43
010395,1985,1
010397,1981,2
010397,1982,1
010404,1987,1
010404,1988,1
010405,1987,12
010405,1988,17
010405,1989,8
010405,1990,18
010405,1991,5
010405,1992,13
010405,1994,9
010405,1995,5
010405,1996,5
010405,1997,1
010405,1998,3
010405,1999,4
010405,2000,2
010405,2001,7
010405,2002,9
010405,2003,10
010405,2004,6
010405,2005,1
010405,2006,5
010405,2007,3
010405,2008,2
010405,2009,8
010405,2010,8
010405,2011,11
010405,2012,17
010405,2013,14
010405,2014,18
010405,2015,20
010405,2016,13
010407,1980,5
010407,1981,1
010407,1982,8
010407,1983,3
010407,1984,5
010407,1985,9
010407,1986,8
010407,1987,11
010407,1988,12
010407,1989,12
010407,1990,11
010407,1991,12
010407,1992,22
010407,1993,19
010407,1994,6
010407,1995,18
010407,1996,18
010407,1997,25
010407,1998,16
010407,1999,21
010407,2000,26
010407,2001,33
010407,2002,17
010407,2003,16
010407,2004,14
010407,2005,10
010407,2006,13
010407,2007,15
010407,2008,9
010407,2009,9
010407,2010,6
010407,2011,6
010407,2012,6
010407,2013,4
010407,2014,5
010407,2015,9
010407,2016,16
010407,2017,3
010414,1981,1
010420,1981,3
010420,1982,3
010420,1983,1
010420,1985,1
010420,1988,1
010420,1989,1
010420,1990,1
010420,1993,2
010420,1996,1
010420,1998,2
010420,1999,2
010420,2000,13
010420,2001,10
010420,2002,11
010420,2003,24
010420,2004,21
010420,2005,19
010420,2006,53
010420,2007,48
010420,2008,46
010420,2009,30
010420,2010,36
010420,2011,41
010420,2012,43
010422,1986,1
010422,1989,1
010422,1990,1
010422,1993,2
010422,1994,2
010422,1995,3
010422,1996,1
010422,1998,20
010422,1999,15
010426,1997,1
010426,2003,1
010426,2004,4
010426,2005,1
010428,1981,1
010436,1981,1
010441,1980,2
010441,1981,4
010441,1982,8
010441,1983,4
010441,1984,3
010441,1985,1
010441,1986,8
010441,1987,4
010441,1988,8
010441,1989,8
010441,1990,1
010441,1991,8
010441,1992,4
010441,1993,6
010441,1994,4
010441,1995,1
010441,1996,3
010441,1997,3
010441,1998,2
010441,1999,14
010441,2000,7
010441,2001,5
010441,2002,7
010441,2003,9
010441,2004,7
010441,2005,12
010441,2006,12
010441,2007,9
010441,2008,2
010441,2009,3
010441,2010,5
010441,2011,15
010441,2012,6
010441,2013,10
010441,2014,5
010441,2015,6
010441,2016,3
010441,2017,2
010443,1980,1
010443,1982,3
010443,1983,4
010443,1984,1
010443,1985,2
010443,1986,1
010443,1987,3
010443,1988,5
010443,1989,3
010443,1990,2
010443,1991,1
010443,1992,5
010443,1993,7
010443,1994,7
010443,1995,3
010443,1996,12
010443,1997,24
010443,1998,39
010443,1999,50
010443,2000,21
010443,2001,2
010443,2002,1
010443,2003,1
010447,1980,6
010447,1981,7
010447,1982,1
010447,1983,3
010447,1984,9
010447,1985,7
010447,1986,11
010447,1987,6
010447,1988,7
010447,1989,3
010447,1990,9
010447,1991,9
010447,1992,3
010447,1993,1
010447,1994,3
010447,1995,6
010447,1996,3
010447,1997,3
010447,1998,3
010447,1999,6
010447,2000,2
010447,2001,2
010447,2002,1
010447,2003,2
010447,2004,2
010447,2006,1
010447,2007,1
010447,2008,1
010447,2009,1
010447,2016,1
010451,1997,1
010451,2001,1
010451,2005,1
010453,1980,3
010453,1981,2
010453,1982,1
010453,1983,1
010453,1984,5
010453,1985,1
010453,1987,8
010453,1988,11
010453,1989,13
010453,1990,6
010453,1991,3
010453,1993,3
010453,1994,5
010453,1995,1
010453,1996,13
010453,1997,18
010453,1998,15
010453,1999,19
010453,2000,16
010453,2001,19
010453,2002,36
010453,2003,49
010453,2004,51
010453,2005,31
010453,2006,33
010453,2007,23
010453,2008,29
010453,2009,36
010453,2010,24
010453,2011,31
010453,2012,20
010453,2013,20
010453,2014,17
010453,2015,14
010453,2016,11
010453,2017,3
010466,2013,1
010466,2014,1
010480,1980,2
010480,1981,3
010480,1984,1
010482,1980,176
010482,1981,162
010482,1982,166
010482,1983,165
010482,1984,206
010482,1985,193
010482,1986,142
010482,1987,145
010482,1988,97
010482,1989,126
010482,1990,114
010482,1991,100
010482,1992,108
010482,1993,110
010482,1994,87
010482,1995,107
010482,1996,67
010482,1997,25
010482,1998,34
010482,1999,35
010482,2000,43
010484,2012,1
010498,1988,2
010499,1980,134
010499,1981,130
010499,1982,151
010499,1983,132
010499,1984,170
010499,1985,195
010499,1986,179
010499,1987,278
010499,1988,196
010499,1989,402
010499,1990,286
010499,1991,383
010499,1992,402
010499,1993,379
010499,1994,493
010499,1995,546
010499,1996,618
010499,1997,615
010499,1998,629
010499,1999,657
010499,2000,753
010499,2001,839
010499,2002,736
010499,2003,779
010499,2004,910
010499,2005,743
010499,2006,897
010499,2007,762
010499,2008,772
010499,2009,670
010499,2010,856
010499,2011,815
010499,2012,851
010499,2013,773
010499,2014,874
010499,2015,826
010499,2016,920
010499,2017,317
010510,1980,3
010511,1986,3
010511,1990,1
010514,1985,1
010514,1987,1
010519,1980,78
010519,1981,80
010519,1982,49
010519,1983,37
010519,1984,68
010519,1985,54
010519,1986,46
010519,1987,68
010519,1988,62
010519,1989,93
010519,1990,85
010519,1991,85
010519,1992,106
010519,1993,91
010519,1994,112
010519,1995,109
010519,1996,98
010519,1997,70
010519,1998,70
010519,1999,69
010519,2000,83
010519,2001,91
010519,2002,101
010519,2003,97
010519,2004,80
010519,2005,51
010519,2006,58
010519,2007,45
010519,2008,42
010519,2009,27
010519,2010,48
010519,2011,51
010519,2012,69
010519,2013,61
010519,2014,100
010519,2015,145
010519,2016,123
010519,2017,45
010525,1982,1
010525,1985,1
010525,1987,1
010525,1989,1
010526,1989,2
010526,1992,1
010526,1996,1
010527,1985,1
010527,1989,1
010529,1980,3
010529,1981,4
010530,1980,10
010530,1981,13
010530,1982,8
010530,1983,9
010530,1984,8
010530,1985,9
010530,1986,7
010530,1987,16
010530,1988,11
010530,1989,16
010530,1990,15
010530,1991,13
010530,1992,18
010530,1993,5
010530,1994,13
010530,1995,11
010530,1996,20
010530,1997,28
010530,1998,30
010530,1999,11
010530,2000,24
010530,2001,33
010530,2002,32
010530,2003,57
010530,2004,37
010530,2005,53
010530,2006,75
010530,2007,72
010530,2008,79
010530,2009,82
010530,2010,112
010530,2011,101
010530,2012,144
010530,2013,177
010530,2014,205
010530,2015,196
010530,2016,244
010530,2017,73
010532,1986,1
010532,1991,1
010534,1983,2
010534,1988,2
010534,1990,1
010534,1993,1
010534,1994,1
010534,1995,4
010534,1996,6
010534,1997,4
010534,1998,4
010534,1999,3
010534,2000,7
010534,2001,1
010537,1984,1
010537,1985,1
010537,1986,1
010537,1987,2
010537,1988,4
010537,1989,3
010537,1990,4
010537,1992,13
010537,1993,1
010537,1994,3
010537,1995,3
010537,1996,2
010540,1980,7
010540,1981,29
010540,1982,13
010540,1983,22
010540,1984,18
010540,1985,22
010540,1986,21
010540,1987,20
010540,1988,25
010540,1989,9
010540,1990,14
010540,1991,18
010540,1992,18
010540,1993,12
010540,1994,13
010540,1995,18
010540,1996,21
010540,1997,31
010540,1998,24
010540,1999,61
010540,2000,50
010540,2001,44
010540,2002,22
010540,2003,17
010540,2004,20
010540,2005,17
010540,2006,27
010540,2007,37
010540,2008,28
010540,2009,48
010540,2010,42
010540,2011,25
010541,1981,1
010541,1983,2
010541,1984,2
010541,1985,2
010541,1986,2
010541,1987,1
010541,1988,6
010541,1989,9
010541,1990,3
010541,1991,8
010541,1992,6
010541,1993,5
010541,1994,4
010541,1995,3
010541,1996,4
010541,1997,4
010541,1998,2
010541,1999,2
010541,2000,5
010541,2001,5
010541,2002,6
010541,2004,6
010543,1983,1
010543,1992,1
010545,1984,1
010549,2000,1
010549,2001,1
010549,2009,1
010549,2010,1
010549,2011,1
010549,2013,1
010550,1980,2
010550,1982,1
010550,1983,1
010550,1984,4
010550,1985,3
010550,1986,1
010550,1987,1
010550,1988,1
010550,1990,1
010550,1993,1
010550,1994,1
010550,1996,1
010550,1997,2
010550,1998,2
010550,1999,1
010550,2001,1
010550,2004,3
010550,2005,1
010550,2006,1
010550,2007,2
010550,2010,10
010550,2011,7
010550,2012,8
010550,2013,22
010550,2014,32
010551,1997,1
010553,1984,1
010553,1988,1
010553,1989,1
010553,1991,1
010553,1993,2
010553,1994,7
010553,1995,17
010553,1996,20
010553,1997,21
010553,1998,36
010553,1999,91
010553,2000,163
010553,2001,234
010553,2002,198
010553,2003,209
010553,2004,182
010553,2005,91
010553,2006,83
010553,2007,33
010553,2008,34
010574,1987,1
010578,1983,2
010581,1980,2
010581,1982,5
010581,1983,2
010581,1984,5
010581,1985,2
010581,1986,2
010581,1988,4
010581,1989,6
010581,1990,3
010581,1991,7
010581,1992,5
010581,1993,1
010581,1994,2
010581,1995,11
010581,1996,4
010581,1997,4
010581,1998,7
010581,1999,15
010581,2000,12
010581,2001,20
010581,2002,29
010581,2003,35
010581,2004,36
010581,2005,27
010581,2006,29
010581,2007,18
010581,2008,7
010581,2009,11
010581,2010,15
010581,2011,9
010581,2012,9
010581,2013,9
010581,2014,10
010581,2015,16
010581,2016,3
010581,2017,2
010583,1992,1
010599,1980,1
010599,1982,1
010599,1983,1
010599,1987,1
010599,1988,1
010599,1989,5
010599,1990,1
010599,1991,3
010599,1992,5
010599,1993,3
010599,1994,1
010599,1996,2
010599,1999,2
010599,2000,6
010599,2001,7
010609,1987,1
010618,1980,15
010618,1981,15
010618,1982,11
010618,1983,11
010618,1984,5
010618,1985,5
010618,1986,4
010618,1987,8
010618,1988,13
010618,1989,11
010618,1990,12
010618,1991,10
010618,1992,12
010618,1993,14
010618,1994,11
010618,1995,9
010618,1996,11
010618,1997,11
010618,1998,14
010618,1999,12
010618,2000,20
010618,2001,8
010618,2002,21
010618,2003,12
010618,2004,11
010618,2005,10
010618,2006,19
010618,2007,11
010618,2008,18
010618,2009,22
010618,2010,15
010618,2011,14
010618,2012,18
010618,2013,17
010618,2014,17
010618,2015,14
010618,2016,17
010618,2017,8
010621,1980,5
010621,1981,3
010621,1982,4
010621,1983,6
010621,1984,3
010621,1985,1
010621,1998,1
010622,1980,248
010622,1981,258
010622,1982,305
010622,1983,384
010622,1984,555
010622,1985,702
010622,1986,706
010622,1987,831
010622,1988,770
010622,1989,973
010622,1990,902
010622,1991,1045
010622,1992,1034
010622,1993,1066
010622,1994,979
010622,1995,979
010622,1996,919
010622,1997,880
010622,1998,1181
010622,1999,1215
010622,2000,1274
010622,2001,1263
010622,2002,1273
010622,2003,1288
010622,2004,1368
010622,2005,1286
010622,2006,1746
010622,2007,1603
010622,2008,1648
010622,2009,1736
010622,2010,2310
010622,2011,2575
010622,2012,2522
010622,2013,2496
010622,2014,2669
010622,2015,2698
010622,2016,2016
010622,2017,639
010631,2004,1
010631,2005,1
010631,2009,1
010631,2010,1
010631,2012,2
010631,2014,1
010640,1980,2
010640,1981,3
010640,1982,3
010640,1983,3
010640,1985,1
010640,1989,1
010640,1992,2
010640,1993,1
010640,1994,3
010640,1995,2
010640,1996,2
010640,1997,2
010641,2010,2
010641,2011,8
010642,1981,1
010642,1982,1
010658,1981,1
010658,1987,1
010658,1995,2
010658,1996,2
010658,1997,1
010658,1998,1
010658,2002,1
010666,1995,1
010666,1996,1
010671,1998,1
010671,2001,1
010671,2004,1
010671,2010,1
010671,2012,1
010671,2013,1
010681,1986,1
010683,1982,2
010683,1983,1
010692,2001,1
010693,1989,1
010723,1991,1
010723,1992,1
010723,1994,1
010726,2007,1
010726,2011,1
010732,1987,1
010732,1988,1
010732,1991,2
010732,1992,1
010734,1983,1
010734,1984,2
010734,1985,2
010734,1986,1
010734,1988,1
010734,1993,4
010734,1995,4
010734,1996,1
010734,1997,2
010734,1998,1
010734,1999,3
010734,2000,1
010734,2003,2
010734,2004,2
010734,2005,2
010734,2006,1
010734,2007,1
010734,2008,1
010734,2009,1
010735,1982,1
010735,1987,1
010735,1988,2
010735,1989,4
010735,1990,5
010735,1991,9
010735,1992,4
010735,1993,4
010735,1994,6
010735,1995,5
010735,1996,4
010735,1997,1
010735,1998,4
010735,2000,1
010735,2007,7
010735,2008,1
010735,2009,4
010735,2010,4
010735,2011,4
010735,2012,3
010735,2013,3
010735,2014,4
010735,2015,4
010735,2016,3
010740,2000,1
010740,2003,2
010741,1984,2
010741,1985,2
010741,1986,1
010741,1987,3
010741,1988,1
010741,1989,1
010741,1991,1
010741,1992,3
010741,1993,1
010741,1994,1
010741,1995,1
010741,1997,1
010764,1984,1
010777,1980,2
010777,1981,4
010777,1982,6
010777,1983,3
010777,1984,4
010777,1985,1
010777,1987,1
010777,1988,2
010777,1989,1
010777,1991,1
010777,1992,1
010777,1994,1
010777,1995,4
010777,1996,1
010777,1997,1
010777,2002,2
010777,2003,1
010777,2004,1
010777,2005,1
010777,2009,1
010777,2012,1
010777,2013,3
010777,2014,4
010777,2015,1
010777,2016,1
010787,1980,88
010787,1981,78
010787,1982,89
010787,1983,132
010787,1984,141
010787,1985,130
010787,1986,126
010787,1987,215
010787,1988,201
010787,1989,243
010787,1990,223
010787,1991,266
010787,1992,234
010787,1993,127
010787,1994,2
010787,1999,1
010787,2000,5
010787,2001,9
010787,2002,21
010787,2003,46
010787,2004,31
010787,2005,29
010787,2006,30
010787,2007,45
010787,2008,47
010787,2009,22
010787,2010,34
010787,2011,15
010787,2012,4
010787,2013,2
010787,2014,4
010787,2015,1
010793,1984,1
010793,1985,2
010793,1986,3
010793,1987,5
010793,1988,6
010793,1989,7
010793,1991,12
010793,1992,7
010793,1993,12
010793,1994,7
010793,1995,7
010793,1996,10
010793,1997,19
010793,1998,10
010793,1999,11
010793,2000,17
010793,2001,19
010793,2002,15
010793,2003,20
010793,2004,23
010793,2005,20
010793,2006,13
010793,2007,1
010793,2008,7
010793,2009,4
010793,2010,7
010793,2011,5
010793,2012,4
010793,2013,1
010793,2014,7
010793,2015,4
010793,2016,3
010793,2017,4
010804,1980,1
010810,1980,4
010810,1981,8
010810,1982,1
010810,1983,1
010810,1984,3
010810,1985,2
010810,1987,1
010810,1988,1
010810,1989,2
010810,1990,2
010810,1991,3
010810,1992,2
010810,2002,3
010816,1980,21
010816,1981,17
010816,1982,10
010816,1983,24
010816,1984,22
010816,1985,12
010816,1986,19
010816,1987,8
010816,1988,8
010816,1989,8
010816,1990,7
010816,1991,5
010816,1992,4
010816,1993,5
010816,1994,2
010816,1995,1
010816,1996,4
010816,1997,4
010816,1998,6
010816,1999,8
010816,2000,11
010816,2001,12
010816,2002,22
010816,2003,9
010816,2004,16
010816,2005,5
010816,2006,8
010816,2007,7
010816,2008,15
010816,2009,24
010816,2010,53
010816,2011,44
010816,2012,39
010816,2013,41
010816,2014,36
010816,2015,25
010816,2016,26
010816,2017,11
010827,1996,2
010827,1998,2
010827,1999,4
010827,2000,3
010827,2003,1
010828,1986,1
010839,1990,2
010839,1991,2
010839,1993,1
010839,1996,1
010839,1997,1
010839,1998,1
010839,1999,1
010839,2000,1
010839,2004,1
010839,2005,1
010839,2006,1
010839,2012,1
010839,2013,3
010839,2014,3
010839,2015,2
010839,2016,3
010840,2004,1
010840,2009,1
010841,1982,1
010841,1985,1
010841,1986,1
010841,1989,1
010841,1990,1
010841,1991,2
010841,1994,1
010841,1996,4
010841,1997,1
010841,1998,4
010845,1990,25
010845,1991,41
010845,1992,26
010845,1993,33
010845,1994,34
010845,1995,37
010845,1996,42
010845,1997,40
010845,1998,40
010845,1999,52
010845,2000,34
010845,2001,40
010845,2002,44
010845,2003,39
010845,2004,40
010845,2005,20
010845,2006,28
010845,2007,20
010845,2008,18
010846,1980,33
010846,1981,67
010846,1982,49
010846,1983,43
010846,1984,71
010846,1985,68
010846,1986,57
010846,1987,51
010846,1988,50
010846,1989,63
010846,1990,86
010846,1991,92
010846,1992,80
010846,1993,70
010846,1994,99
010846,1995,92
010846,1996,69
010846,1997,65
010846,1998,80
010846,1999,74
010846,2000,77
010846,2001,121
010846,2002,172
010846,2003,159
010846,2004,129
010846,2005,85
010846,2006,81
010846,2007,67
010846,2008,55
010846,2009,41
010846,2010,60
010846,2011,51
010846,2012,74
010846,2013,54
010846,2014,58
010846,2015,59
010846,2016,49
010846,2017,15
010848,1987,4
010848,1988,4
010848,1990,2
010848,1992,1
010848,1998,1
010852,1980,3
010852,1981,4
010852,1982,3
010855,1980,1
010855,1981,4
010855,1982,5
010855,1983,6
010855,1984,4
010855,1985,11
010855,1986,14
010855,1987,27
010855,1988,13
010855,1989,24
010855,1990,21
010855,1991,23
010855,1992,31
010855,1993,14
010855,1994,11
010855,1995,19
010855,1996,8
010855,1997,11
010855,1998,16
010856,1984,1
010857,1980,211
010857,1981,262
010857,1982,202
010857,1983,182
010857,1984,231
010857,1985,242
010857,1986,208
010857,1987,158
010857,1988,141
010857,1989,131
010857,1990,43
010857,1991,59
010857,1992,101
010857,1993,97
010857,1994,58
010857,1995,41
010857,1996,39
010857,1997,28
010857,1998,61
010857,1999,51
010857,2000,46
010857,2001,59
010857,2002,46
010857,2003,26
010857,2004,7
010857,2005,6
010857,2006,3
010857,2007,5
010857,2008,5
010857,2009,4
010857,2011,2
010860,1986,1
010860,2001,1
010860,2004,2
010860,2007,1
010860,2011,1
010860,2012,2
010860,2014,1
010867,2004,1
010867,2010,3
010867,2011,1
010867,2012,2
010867,2013,4
010867,2014,3
010867,2015,4
010867,2016,1
010867,2017,2
010869,1982,1
010873,1980,24
010873,1981,23
010873,1982,18
010873,1983,16
010873,1984,30
010877,1989,1
010877,1990,2
010877,2016,1
010878,1980,5
010878,1981,5
010878,1982,3
010878,1983,2
010878,1984,4
010878,1985,3
010884,1990,4
010884,1992,1
010884,1994,1
010884,1995,2
010884,1996,2
010884,1997,2
010884,1998,1
010884,1999,2
010884,2000,1
010884,2008,1
010884,2009,1
010884,2010,1
010884,2011,4
010884,2012,1
010903,2014,2
010903,2015,1
010903,2016,1
010906,1980,2
010906,1981,2
010906,1982,1
